062243351394,.0000
062243353466,1.0000
071662072490,.0000
10001,2.0000
10023,.0000
10031,32.0000
10038,2.0000
10039,1.0000
10044,.0000
10049,.0000
10050,1.0000
10051,.0000
10052,1.0000
10053,2.0000
10054,1.0000
10057,.0000
10058,.0000
10059,1.0000
10060,4.0000
10064,3.0000
10065,10.0000
10066,4.0000
10067,5.0000
10069,2.0000
10072,2.0000
10079,.0000
10088,.0000
10094,1.0000
10095,.0000
10097,2.0000
10100,1.0000
10101,1.0000
10102,1.0000
10103,1.0000
10104,1.0000
10105,.0000
10107,.0000
10108,.0000
10121,.0000
10122,1.0000
10123,.0000
10124,.0000
10125,.0000
10126,.0000
10127,.0000
10128,.0000
10129,.0000
10130,4.0000
10141,.0000
10145,1.0000
10212,2.0000
10213,1.0000
10217,.0000
10218,.0000
10219,.0000
10220,3.0000
10222,2.0000
10223,.0000
10224,3.0000
10225,2.0000
10226,3.0000
10227,3.0000
10228,2.0000
10229,1.0000
10230,.0000
10232,.0000
10233,.0000
10234,2.0000
10235,1.0000
10237,.0000
10238,3.0000
10239,1.0000
10240,.0000
10242,1.0000
10243,1.0000
10248,.0000
10249,1.0000
10250,3.0000
10256,1.0000
10257,1.0000
10258,1.0000
10259,1.0000
10262,2.0000
10266,3.0000
10267,.0000
10268,.0000
10314,4.0000
10315,.0000
10316,1.0000
10317,.0000
10318,.0000
10319,.0000
10320,1.0000
10321,.0000
10322,1.0000
10323,2.0000
10325,.0000
10326,1.0000
10327,.0000
10328,.0000
10329,.0000
10330,3.0000
10331,2.0000
10332,5.0000
10333,1.0000
10334,.0000
10335,.0000
10336,.0000
10337,.0000
10339,.0000
10340,2.0000
10341,.0000
10342,1.0000
10343,.0000
10344,.0000
10345,.0000
10346,.0000
10347,.0000
10348,.0000
10349,.0000
10350,.0000
10351,.0000
10352,.0000
10353,.0000
10354,.0000
10355,.0000
10356,1.0000
10357,.0000
10358,1.0000
10359,.0000
10360,.0000
10361,.0000
10362,.0000
10363,.0000
10364,.0000
10365,.0000
10366,.0000
10367,.0000
10368,.0000
10369,1.0000
10370,1.0000
10371,1.0000
10372,.0000
10373,1.0000
10374,1.0000
10375,.0000
10376,4.0000
10377,.0000
10378,.0000
10379,.0000
10380,.0000
10381,1.0000
10382,.0000
10383,.0000
10384,1.0000
10385,.0000
10386,.0000
10387,1.0000
10392,1.0000
10393,1.0000
10394,1.0000
10395,2.0000
10396,1.0000
10397,1.0000
10399,4.0000
10400,1.0000
10401,1.0000
10402,1.0000
10403,.0000
10404,.0000
10405,3.0000
10407,1.0000
10408,.0000
10410,.0000
10411,.0000
10418,1.0000
10419,2.0000
10420,2.0000
10423,3.0000
10425,.0000
10426,.0000
10427,.0000
10448,3.0000
10457,.0000
10458,.0000
10460,.0000
10461,1.0000
10462,.0000
10464,.0000
10465,1.0000
10466,.0000
10467,1.0000
10468,.0000
10469,1.0000
10470,.0000
10471,.0000
10473,1.0000
10474,1.0000
10475,2.0000
10476,.0000
10477,1.0000
10479,.0000
10480,.0000
10481,.0000
10482,.0000
10485,.0000
10487,.0000
10488,2.0000
10535,.0000
10570,1.0000
10571,1.0000
10576,.0000
10577,.0000
10578,.0000
10579,2.0000
10580,.0000
10581,2.0000
10582,6.0000
10583,.0000
10588,.0000
10596,.0000
10597,.0000
10618,.0000
10619,.0000
10620,.0000
10621,.0000
10624,.0000
10625,.0000
10626,.0000
10631,.0000
10632,3.0000
10633,2.0000
10634,.0000
10635,.0000
10636,.0000
10638,2.0000
10639,1.0000
10780,.0000
10782,1.0000
10783,.0000
10784,.0000
10785,.0000
10786,.0000
10787,.0000
10788,.0000
10789,.0000
10790,.0000
10791,.0000
10792,.0000
10793,.0000
10794,.0000
10795,.0000
10796,1.0000
10797,.0000
10798,.0000
10799,.0000
10800,.0000
10801,.0000
10805,1.0000
10809,1.0000
10810,.0000
10811,.0000
10812,.0000
10813,1.0000
10814,.0000
10815,.0000
10816,.0000
10817,.0000
10818,1.0000
10819,1.0000
10820,.0000
10822,.0000
10823,.0000
10824,.0000
10899,.0000
10903,.0000
10907,1.0000
10913,1.0000
10920,2.0000
10924,1.0000
10928,2.0000
10933,.0000
10935,.0000
10938,.0000
10940,.0000
10942,1.0000
10943,.0000
10950,1.0000
10956,.0000
10957,3.0000
10958,1.0000
10959,.0000
10960,1.0000
10961,.0000
10962,1.0000
10994,.0000
11001,.0000
11003,.0000
11010,.0000
11033,.0000
11034,.0000
11035,.0000
11036,.0000
11037,.0000
11038,.0000
11039,.0000
11040,5.0000
11041,.0000
11042,.0000
11043,.0000
11044,.0000
11045,.0000
11046,.0000
11047,1.0000
11049,.0000
11050,.0000
11051,2.0000
11052,.0000
11053,.0000
11060,1.0000
11066,.0000
11080,.0000
11081,.0000
11082,.0000
11083,.0000
11084,.0000
11086,.0000
11087,.0000
11088,1.0000
11089,1.0000
11090,.0000
11091,1.0000
11092,.0000
11093,.0000
11094,2.0000
11095,.0000
11096,3.0000
11097,.0000
11098,2.0000
11099,.0000
11100,.0000
11101,.0000
11103,.0000
11104,.0000
11105,.0000
11106,2.0000
11107,.0000
11108,.0000
11110,.0000
11111,.0000
11112,.0000
11113,.0000
11114,.0000
11115,.0000
11116,2.0000
11117,.0000
11118,.0000
11120,1.0000
11121,.0000
11122,.0000
11123,3.0000
11124,.0000
11125,.0000
11126,.0000
11127,.0000
11137,1.0000
11141,1.0000
11143,1.0000
11144,.0000
11150,2.0000
11151,1.0000
11152,.0000
11153,.0000
11154,.0000
11158,.0000
11165,.0000
11166,.0000
11167,.0000
11177,.0000
11178,.0000
11179,.0000
11180,.0000
11181,.0000
11182,.0000
11183,.0000
11184,.0000
11185,.0000
11187,.0000
11194,1.0000
11195,.0000
11196,.0000
11197,.0000
11198,.0000
11199,.0000
11200,.0000
11201,.0000
11202,1.0000
11203,.0000
11204,.0000
11205,.0000
11391,.0000
11392,1.0000
11401,3.0000
11403,2.0000
11404,1.0000
11405,.0000
11406,.0000
11407,.0000
11411,.0000
11412,1.0000
11421,.0000
11424,.0000
11426,.0000
11427,.0000
11428,.0000
11432,.0000
11435,.0000
11437,.0000
11440,.0000
11443,.0000
11445,.0000
11448,.0000
11452,.0000
11454,.0000
11459,.0000
11461,.0000
11463,.0000
11465,2.0000
11466,.0000
11468,.0000
11473,.0000
11478,.0000
11480,1.0000
11483,.0000
11486,2.0000
11491,.0000
11493,.0000
11496,1.0000
11498,.0000
11501,.0000
11503,.0000
11505,.0000
11507,.0000
11509,.0000
11512,2.0000
11514,2.0000
11516,.0000
11518,.0000
11520,.0000
11522,.0000
11524,.0000
11526,.0000
11528,.0000
11531,.0000
11532,.0000
11536,1.0000
11540,.0000
11549,.0000
11553,.0000
11557,.0000
11561,.0000
11576,.0000
11580,.0000
11586,.0000
11594,.0000
11598,.0000
11600,.0000
11606,.0000
11613,.0000
11619,.0000
11625,.0000
11759,2.0000
11851,2.0000
11866,2.0000
11871,2.0000
11876,3.0000
11894,1.0000
12142,1.0000
12148,.0000
12154,2.0000
12158,2.0000
12162,.0000
12171,.0000
12172,10.0000
12179,13.0000
12180,.0000
12185,.0000
12189,1.0000
12197,3.0000
12198,.0000
12207,1.0000
12209,.0000
12215,.0000
12216,4.0000
12223,3.0000
12224,.0000
12232,.0000
12233,.0000
12241,.0000
12244,.0000
12246,.0000
12248,.0000
12250,.0000
12252,.0000
12255,3.0000
12256,.0000
12262,1.0000
12265,2.0000
12269,1.0000
12272,.0000
12276,.0000
12282,1.0000
12283,4.0000
12285,.0000
12288,.0000
12290,1.0000
12293,5.0000
12295,2.0000
12300,2.0000
12301,.0000
12304,.0000
12308,.0000
12309,4.0000
12311,.0000
12319,.0000
12327,2.0000
12329,.0000
12331,2.0000
12333,.0000
12335,5.0000
12337,2.0000
12339,6.0000
12343,.0000
12346,.0000
12348,.0000
12350,.0000
12352,4.0000
12353,3.0000
12356,.0000
12388,.0000
12390,.0000
12395,.0000
12402,1.0000
12407,11.0000
12408,2.0000
12409,5.0000
12410,8.0000
12411,8.0000
12412,6.0000
12413,4.0000
12414,5.0000
12415,4.0000
12416,13.0000
12417,7.0000
12418,4.0000
12419,6.0000
12420,7.0000
12421,3.0000
12422,2.0000
12423,5.0000
12424,4.0000
12425,9.0000
12426,2.0000
12427,4.0000
12428,4.0000
12429,3.0000
12463,1.0000
12465,1.0000
12466,.0000
12467,.0000
12468,.0000
12469,.0000
12470,.0000
12471,.0000
12472,.0000
12473,.0000
12474,.0000
12475,.0000
12476,1.0000
12477,.0000
12478,.0000
12479,.0000
12496,.0000
12497,.0000
12498,.0000
12499,.0000
12500,.0000
12539,.0000
12552,.0000
12556,.0000
12564,.0000
12566,.0000
12579,.0000
12587,1.0000
12592,.0000
12599,.0000
12605,.0000
12606,2.0000
12616,.0000
12622,1.0000
12637,.0000
12643,.0000
12645,1.0000
12659,2.0000
12666,.0000
12679,.0000
12682,2.0000
12685,.0000
12713,1.0000
12717,.0000
12721,.0000
12725,2.0000
12733,.0000
12738,2.0000
12740,.0000
12741,1.0000
12742,.0000
12743,.0000
12744,2.0000
12745,2.0000
12746,.0000
12747,.0000
12748,.0000
12749,.0000
12750,1.0000
12751,.0000
12753,.0000
12754,.0000
12918,.0000
12921,2.0000
12924,1.0000
12928,.0000
12932,.0000
12936,1.0000
12937,1.0000
12947,.0000
12952,.0000
12958,.0000
12967,.0000
12970,.0000
12976,.0000
12982,.0000
13005,.0000
13007,.0000
13013,.0000
13018,.0000
13027,.0000
13029,1.0000
13031,.0000
13033,1.0000
13035,1.0000
13036,2.0000
13039,2.0000
13041,2.0000
13042,1.0000
13045,3.0000
13047,4.0000
13050,.0000
13056,1.0000
13057,.0000
13073,2.0000
13074,.0000
13080,.0000
13081,1.0000
13082,3.0000
13084,.0000
13085,1.0000
13087,.0000
13089,1.0000
13090,.0000
13091,2.0000
13092,.0000
13093,4.0000
13094,.0000
13095,.0000
13096,.0000
13097,1.0000
13098,1.0000
13099,1.0000
13100,1.0000
13101,2.0000
13102,.0000
13103,2.0000
13104,2.0000
13105,2.0000
13106,2.0000
13107,2.0000
13108,2.0000
13109,2.0000
13111,.0000
13112,1.0000
13113,.0000
13114,6.0000
13115,1.0000
13116,9.0000
13117,2.0000
13118,6.0000
13119,2.0000
13120,8.0000
13121,1.0000
13124,1.0000
13125,1.0000
13126,.0000
13127,.0000
13128,.0000
13129,.0000
13134,.0000
13135,.0000
13136,3.0000
13139,.0000
13144,.0000
13145,3.0000
13146,5.0000
13147,1.0000
13148,.0000
13149,.0000
13155,.0000
13158,1.0000
13174,1.0000
13175,1.0000
13179,1.0000
13180,.0000
13181,2.0000
13182,.0000
13183,1.0000
13188,3.0000
13189,.0000
13190,2.0000
13191,.0000
13192,11.0000
13193,.0000
13194,.0000
13195,.0000
13196,1.0000
13199,1.0000
13206,1.0000
13208,.0000
13218,1.0000
13219,.0000
13220,.0000
13222,.0000
13223,1.0000
13224,1.0000
13229,.0000
13230,.0000
13231,.0000
13237,1.0000
13240,1.0000
13245,1.0000
13252,1.0000
13254,1.0000
13256,1.0000
13264,1.0000
13269,1.0000
13272,.0000
13277,1.0000
13279,.0000
13305,.0000
13312,1.0000
13337,1.0000
13340,.0000
13344,.0000
13349,1.0000
13351,.0000
13372,.0000
13374,.0000
13380,1.0000
13399,.0000
13410,.0000
13423,.0000
13432,.0000
13444,.0000
13453,.0000
13469,2.0000
13470,1.0000
13519,.0000
13520,.0000
13521,.0000
13522,.0000
13524,.0000
13527,.0000
13528,.0000
13536,1.0000
13541,1.0000
13542,.0000
13545,.0000
13548,.0000
13581,.0000
13588,9.0000
13591,3.0000
13592,4.0000
13593,1.0000
13595,1.0000
13596,.0000
13601,1.0000
13602,.0000
13603,41.0000
13617,.0000
13632,1.0000
13634,.0000
13637,.0000
13638,.0000
13639,3.0000
13640,.0000
13641,.0000
13642,.0000
13644,.0000
13645,.0000
13648,1.0000
13655,.0000
13656,1.0000
13657,1.0000
13658,.0000
13659,.0000
13660,.0000
13661,1.0000
13662,1.0000
13663,2.0000
13664,.0000
13666,.0000
13668,1.0000
13671,.0000
13673,1.0000
13684,.0000
13685,.0000
13708,5.0000
13709,1.0000
13710,.0000
13711,.0000
13720,1.0000
13766,.0000
13767,3.0000
13769,.0000
13770,4.0000
13771,.0000
13772,.0000
13775,.0000
13776,1.0000
13777,.0000
13779,.0000
13780,.0000
13781,.0000
13783,1.0000
13784,.0000
13785,.0000
13786,.0000
13787,.0000
13788,.0000
13789,.0000
13790,.0000
13791,.0000
13792,2.0000
13795,2.0000
13796,.0000
13797,.0000
13799,.0000
13802,.0000
13807,1.0000
13808,.0000
13810,.0000
13811,2.0000
13812,.0000
13815,1.0000
13821,.0000
13822,.0000
13823,.0000
13826,.0000
13846,3.0000
13847,.0000
13850,.0000
13851,.0000
13859,4.0000
13876,.0000
13900,.0000
13913,1.0000
13930,1.0000
13941,1.0000
13942,3.0000
13944,1.0000
13945,3.0000
13946,.0000
13947,4.0000
13948,.0000
13949,.0000
13950,1.0000
13951,.0000
13952,.0000
13953,.0000
13954,.0000
13955,3.0000
13956,.0000
13958,1.0000
13966,.0000
13972,2.0000
13973,.0000
13978,1.0000
13979,.0000
13980,.0000
13981,.0000
13982,.0000
13983,1.0000
13984,.0000
13985,.0000
13986,.0000
13987,2.0000
13988,.0000
13994,9.0000
13995,3.0000
14066,2.0000
14068,.0000
14069,1.0000
14070,.0000
14072,.0000
14089,13.0000
14091,.0000
14159,1.0000
14230,1.0000
14272,.0000
14274,.0000
14275,.0000
14287,.0000
14290,.0000
14291,.0000
14310,4.0000
14352,.0000
14412,1.0000
14462,.0000
14463,.0000
14464,.0000
14467,.0000
14503,.0000
14552,.0000
14691,1.0000
14692,.0000
14693,.0000
14697,1.0000
14698,1.0000
14699,.0000
14700,2.0000
14701,2.0000
14702,3.0000
14703,.0000
14704,4.0000
14705,.0000
14706,.0000
14707,.0000
14708,.0000
14709,.0000
14710,.0000
14711,.0000
14712,.0000
14713,1.0000
14714,1.0000
14715,9.0000
14716,.0000
14717,8.0000
14718,3.0000
14719,.0000
14720,.0000
14721,1.0000
14722,.0000
14723,1.0000
14725,3.0000
14726,1.0000
14727,.0000
14728,1.0000
14729,.0000
14730,.0000
14731,1.0000
14732,2.0000
14733,.0000
14734,.0000
14735,1.0000
14736,2.0000
14737,2.0000
14738,.0000
14768,2.0000
14769,.0000
14780,22.0000
14807,.0000
14808,1.0000
14809,3.0000
14818,1.0000
14824,1.0000
14827,1.0000
14828,1.0000
14830,1.0000
14839,.0000
14840,.0000
14841,1.0000
14842,.0000
14861,.0000
14862,1.0000
14863,1.0000
14864,.0000
14865,.0000
14867,1.0000
14868,.0000
14869,1.0000
14871,.0000
14879,.0000
14880,.0000
14882,1.0000
14897,.0000
14899,.0000
14900,.0000
14901,.0000
14902,.0000
14904,1.0000
14910,.0000
14911,.0000
14912,.0000
14913,1.0000
14914,.0000
